;OSEBuildingID;DataYear;BuildingType;PrimaryPropertyType;PropertyName;Address;City;State;ZipCode;TaxParcelIdentificationNumber;CouncilDistrictCode;Neighborhood;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);ListOfAllPropertyUseTypes;LargestPropertyUseType;LargestPropertyUseTypeGFA;ENERGYSTARScore;SiteEUI(kBtu/sf);SiteEUIWN(kBtu/sf);SourceEUI(kBtu/sf);SourceEUIWN(kBtu/sf);SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);SteamUse(kBtu);Electricity(kWh);Electricity(kBtu);NaturalGas(therms);NaturalGas(kBtu);DefaultData;ComplianceStatus;TotalGHGEmissions;GHGEmissionsIntensity
2453;25693;2016;Multifamily LR (1-4);Low-Rise Multifamily;53455 - Kelsey;4233 9th Avenue NE;Seattle;WA;98105;4092301481;4;NORTHEAST;47.65859;-122.31913;1986;1;4;47332;12959;34373;Multifamily Housing;Multifamily Housing;33822;92;31.20000076;32.90000153;98.09999847;103.1999969;1056269.125;2.633411758;0;309574.6875;1056269;0;0;FALSE;Compliant;7.36;0.16
2455;25696;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Portage Bay;4016 8th Ave NE;Seattle;WA;98105;4092301630;4;NORTHEAST;47.65631;-122.3195;1986;0;6;46689;0;46689;Multifamily Housing, Parking;Multifamily Housing;36589;96;25.5;26.79999924;80.19999695;84.09999847;934621.1875;2.624294129;0;273921.8125;934621;0;0;FALSE;Compliant;6.52;0.14
2456;25708;2016;Multifamily LR (1-4);Low-Rise Multifamily;Eastern Hotel;506 Maynard Avenue South;Seattle;WA;98104;5247802350;2;DOWNTOWN;47.59802;-122.32468;1909;1;4;33887;0;33887;Multifamily Housing, Other - Education, Other - Entertainment/Public Assembly, Other - Restaurant/Bar;Multifamily Housing;30387;12;69.40000153;73.19999695;130.6999969;134.6999969;2473814.25;2.692847557;0;289081.1875;986345;14874.68945;1487469;FALSE;Compliant;85.88;2.53
2458;25710;2016;Multifamily LR (1-4);Low-Rise Multifamily;GEE HOW OAK TIN;519 7TH AVE S;Seattle;WA;98104;5247802375;2;DOWNTOWN;47.59784;-122.32394;1907;1;3;25600;0;25600;Multifamily Housing;Multifamily Housing;25600;45;51.70000076;54.90000153;74.30000305;78.09999847;1324534.625;2.65017822;0;71596;244286;10802.49023;1080249;FALSE;Compliant;59.08;2.31
2460;25713;2016;NonResidential;Small- and Mid-Sized Office;International Building;666 S. Dearborn St;Seattle;WA;98104;5247802530;2;DOWNTOWN;47.59644;-122.32415;1979;1;3;35202;0;35202;Bank Branch, Office;Office;24227;2;108.0999985;108.0999985;339.5;339.5;3605755.5;2.714565058;0;1056786.375;3605755;0;0;FALSE;Compliant;25.14;0.71
2461;25716;2016;Multifamily LR (1-4);Low-Rise Multifamily;Bellevue Place Apts;1717 Bellevue Ave.;Seattle;WA;98104;8725600075;3;EAST;47.61769;-122.32701;1963;1;4;23150;0;23150;Multifamily Housing, Parking;Multifamily Housing;18100;86;32.5;34.20000076;93.09999847;98.09999847;588492.5;2.590436902;0;149580.4063;510368;781.2399902;78124;FALSE;Compliant;7.71;0.33
2462;25721;2016;Multifamily LR (1-4);Low-Rise Multifamily;Violett Apartments on Melrose;1620 Melrose Avenue;Seattle;WA;98122;8725600140;3;EAST;47.61598;-122.32758;1960;1;4;37151;0;37151;Multifamily Housing, Parking;Multifamily Housing;37151;94;27.29999924;28.10000038;63.29999924;65.80000305;1013823;2.628830618;0;180458.7031;615725;3980.97998;398098;FALSE;Compliant;25.44;0.68
2463;25723;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Three20;320 East Pine St.;Seattle;WA;98122;8725600170;3;EAST;47.61539;-122.32708;2013;1;6;130284;0;130284;Multifamily Housing, Parking;Multifamily Housing;90314;33;78;78.5;154.3000031;155.8999939;7042343;2.758343885;0;917703.8125;3131205;39111.37109;3911137;FALSE;Compliant;229.55;1.76
2465;25725;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Capitol Steps Apartments;1633 Bellevue Avenue;Seattle;WA;98122;8725600195;3;EAST;47.61609;-122.32714;1997;1;7;73830;0;73830;Multifamily Housing, Parking;Multifamily Housing;58905;76;31.70000076;33.20000076;95;99.19999695;1869730.5;2.673243867;0;509816.9063;1739495;1302.349976;130235;FALSE;Compliant;19.04;0.26
2466;25726;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Bellevue Olive Apartments;1641 & 1651 Bellevue Ave;Seattle;WA;98122;8725600210;3;EAST;47.61666;-122.32708;1994;1;6;77577;0;77577;Multifamily Housing, Office, Parking;Multifamily Housing;43656;89;41.09999847;42.79999924;97.5;101.4000015;2080866.75;2.680238439;0;386299.4063;1318054;7628.129883;762813;FALSE;Compliant;49.7;0.64
2467;25737;2016;NonResidential;Senior Care Community;FAERLAND TERRACE;1421 MINOR AVE;Seattle;WA;98101;8725600380;7;EAST;47.61318;-122.32747;1969;1;6;95117;26082;69035;Parking, Senior Care Community;Senior Care Community;69035;1;104.3000031;107.6999969;239.8999939;246.8000031;7202141.5;2.761406323;0;1262310.5;4307003;28951.37891;2895138;FALSE;Compliant;183.79;1.93
2468;25742;2016;Multifamily MR (5-9);Mid-Rise Multifamily;The New McDermott Apartments;1514 Bellevue Ave.;Seattle;WA;98122;8725600460;3;EAST;47.6146;-122.32661;1926;1;7;54572;0;54572;Multifamily Housing;Multifamily Housing;54572;99;48.79999924;55.20000076;69;76;2664475.5;2.702534529;0;135984.9063;463981;22004.95117;2200495;FALSE;Compliant;120.1;2.2
2469;25743;2016;NonResidential;Worship Facility;(ID25743) FIRST COVENANT CHURCH;400 E PIKE ST;Seattle;WA;98122;8725600475;3;EAST;47.61426;-122.32661;1910;1;2;24600;0;24600;Worship Facility;Worship Facility;24600;69;13.5;14.10000038;36.09999847;38;331059.5;2.546242255;0;75706.79688;258312;727.4799805;72748;FALSE;Compliant;5.66;0.23
2472;25747;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Hawthorne Apartments;1618 Bellevue Ave;Seattle;WA;98122;8725600500;3;EAST;47.61592;-122.32644;2001;1;8;104452;41376;63076;Multifamily Housing, Parking, Retail Store;Multifamily Housing;50473;86;44.70000076;45;115.5999985;116.5;2531070.25;2.691310213;0;545070.3125;1859780;6712.900391;671290;FALSE;Compliant;48.62;0.47
2473;25751;2016;Multifamily LR (1-4);Low-Rise Multifamily;Stone Court Apartments;1151 N 94th St;Seattle;WA;98103;9267200100;5;NORTHWEST;47.69687;-122.34221;1989;1;4;21880;0;21880;Multifamily Housing, Parking;Multifamily Housing;18480;71;34.40000153;36.40000153;108;114.1999969;635698.6875;2.596577931;0;186312.5938;635699;0;0;FALSE;Compliant;4.43;0.2
2475;25754;2016;Multifamily LR (1-4);Low-Rise Multifamily;Hill Crest Apartments;7524 35th Ave SW;Seattle;WA;98126;9269200025;1;DELRIDGE;47.53456;-122.37632;1989;1;4;84415;0;84415;Multifamily Housing, Parking;Multifamily Housing;63198;91;26.70000076;27.89999962;83.90000153;87.5;1688612.5;2.665948175;0;494904;1688612;0;0;FALSE;Compliant;11.77;0.14
2476;25756;2016;Multifamily LR (1-4);Low-Rise Multifamily;West Olympic Condominiums;5601 California Avenue SW;Seattle;WA;98116;9270000000;1;SOUTHWEST;47.5519;-122.38753;1978;1;4;22000;0;22000;Multifamily Housing, Parking;Multifamily Housing;22000;100;7;7.599999905;22.10000038;23.79999924;154798.0938;2.487073407;0;45368.69922;154798;0;0;FALSE;Non-Compliant;1.08;0.05
2478;25758;2016;Multifamily LR (1-4);Low-Rise Multifamily;West Queen Anne on 5th;1401 5th Ave W;Seattle;WA;98119;9270150000;7;MAGNOLIA / QUEEN ANNE;47.63182;-122.36384;1920;1;4;57212;0;57212;Multifamily Housing;Multifamily Housing;47346;23;34.09999847;37.09999847;107.0999985;116.5;1614673.625;2.665788771;0;473233.6875;1614673;0;0;FALSE;Compliant;11.26;0.2
2479;25761;2016;Multifamily LR (1-4);Low-Rise Multifamily;Westridge Park (ID25761);7901 Delridge Way SW;Seattle;WA;98106;9270770000;1;DELRIDGE;47.53144;-122.36076;1990;1;2;131307;0;131307;Multifamily Housing;Multifamily Housing;131307;50;47.29999924;51.20000076;143;155.5;6206083.5;2.755019566;0;1720098.375;5868976;3371.070068;337107;FALSE;Compliant;58.82;0.45
2481;25770;2016;Multifamily LR (1-4);Low-Rise Multifamily;The Park Hamilton;1501 California Avenue SW;Seattle;WA;98116;9274200145;1;SOUTHWEST;47.59027;-122.3866;1966;1;4;39757;3690;36067;Multifamily Housing;Multifamily Housing;36067;73;26;28.10000038;81.69999695;88.40000153;938833.625;2.626882256;0;275156.4063;938834;0;0;TRUE;Error - Correct Default Data;6.54;0.16
2482;25772;2016;NonResidential;Hospital;Park West Skilled Nursing;1703 California Ave SW;Seattle;WA;98116;9274200430;1;SOUTHWEST;47.58767;-122.38672;1961;0;3;54863;0;54863;Hospital (General Medical & Surgical);Hospital (General Medical & Surgical);109726;100;18.60000038;18.79999924;58.29999924;59.09999847;2037720.625;2.677009166;0;597221.6875;2037720;0;0;FALSE;Compliant;14.21;0.26
2483;25784;2016;Multifamily LR (1-4);Low-Rise Multifamily;Lorington Cooperative;1107 E Denny Way;Seattle;WA;98122;6003500765;3;EAST;47.61861;-122.31783;1910;1;3;27328;0;27328;Multifamily Housing;Multifamily Housing;27328;73;51.79999924;57.70000076;72.30000305;78.5;1416488.75;2.658254218;0;68400.60156;233383;11831.05957;1183106;FALSE;Compliant;64.46;2.36
2484;25789;2016;Multifamily LR (1-4);Low-Rise Multifamily;Holiday;128 10th Ave, E.;Seattle;WA;98102;6003501020;3;EAST;47.61977;-122.31918;1958;1;3;23200;0;23200;Multifamily Housing;Multifamily Housing;23200;66;28.79999924;30.10000038;88.80000305;92.90000153;669117;2.599564607;0;190373.9063;649556;195.6100006;19561;FALSE;Compliant;5.57;0.24
2485;25791;2016;Multifamily LR (1-4);Low-Rise Multifamily;Lincoln Court;1020 E. Denny Way;Seattle;WA;98122;6003501079;3;EAST;47.61895;-122.31852;1907;1;3;20457;0;20457;Multifamily Housing, Parking;Multifamily Housing;21700;54;70.69999695;77.40000153;97.59999847;104.5999985;1534068.25;2.662620087;0;71073.89844;242504;12915.63965;1291564;FALSE;Compliant;70.29;3.44
2492;25847;2016;NonResidential;Small- and Mid-Sized Office;Pine Building;400 East Pine Street;Seattle;WA;98122;8725600520;3;EAST;47.61543;-122.32657;1917;1;3;27544;0;27544;Office, Parking;Office;22365;94;46.09999847;48.79999924;124.0999985;127;1031667.5;2.63214615;0;237431.0938;810115;2215.526123;221553;FALSE;Compliant;17.41;0.63
2493;25849;2016;Multifamily LR (1-4);Low-Rise Multifamily;Oleta;1816 Bellevue Ave.;Seattle;WA;98122;8725600605;3;EAST;47.61834;-122.32641;1910;1;3;21264;0;21264;Multifamily Housing;Multifamily Housing;21693;75;61.5;66.69999695;93.59999847;99.80000305;1334125.125;2.652233562;0;88243;301085;10330.40039;1033040;FALSE;Compliant;56.96;2.68
2494;25850;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Belgrove Court;1808 Bellevue Ave;Seattle;WA;98122;8725600615;3;EAST;47.61811;-122.32643;1992;1;6;63102;0;63102;Multifamily Housing, Office, Other, Parking;Multifamily Housing;30056;93;34.70000076;35.90000153;109.0999985;112.9000015;1487769.5;2.656553897;0;436040.3125;1487770;0;0;FALSE;Compliant;10.37;0.16
2496;25852;2016;Multifamily MR (5-9);Mid-Rise Multifamily;1200 Alki LLC;1200 Alki Ave. SW;Seattle;WA;98116;8725970000;1;SOUTHWEST;47.59445;-122.38819;2000;1;5;26442;0;26442;Multifamily Housing;Multifamily Housing;26442;96;29;31.39999962;59.70000076;62.79999924;767323.3125;2.612316239;0;108454.6016;370047;3972.760254;397276;FALSE;Compliant;23.68;0.9
2497;25853;2016;Multifamily HR (10+);High-Rise Multifamily;1223 Spring Street Condominiums;1223 Spring Street;Seattle;WA;98104;8726200000;3;EAST;47.61061;-122.32367;1929;1;12;66924;0;66924;Multifamily Housing;Multifamily Housing;66924;85;73.5;82;104.4000015;113.3000031;4916451.5;2.741999044;0;255716.7031;872505;40439.46094;4043946;FALSE;Compliant;220.86;3.3
2499;25856;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Twenty Third & Main St;303 23rd AVE S;Seattle;WA;98144;8726630000;3;CENTRAL;47.60004;-122.30256;2000;1;6;49310;0;49310;Multifamily Housing;Multifamily Housing;45472;61;40.29999924;41.59999847;92.09999847;95.19999695;1831722.875;2.670888293;0;317725.9063;1084081;7476.419922;747642;FALSE;Compliant;47.26;0.96
2501;25866;2016;Multifamily LR (1-4);Low-Rise Multifamily;2001 Westlake Terrace Condominium;2001 Westlake Ave N;Seattle;WA;98109;8727100000;7;MAGNOLIA / QUEEN ANNE;47.63703;-122.34072;1967;0;4;26294;0;26294;Multifamily Housing;Multifamily Housing;26294;89;22;23.10000038;68.90000153;72.69999695;577347.625;2.589170475;0;169210.9063;577348;0;0;FALSE;Compliant;4.02;0.15
2502;25875;2016;Multifamily LR (1-4);Low-Rise Multifamily;22 W Lee;22 W Lee ST;Seattle;WA;98119;8728150000;7;MAGNOLIA / QUEEN ANNE;47.63148;-122.35766;2005;1;4;36192;0;36192;Multifamily Housing;Multifamily Housing;36192;81;27.29999924;29;75.09999847;78.30000305;987288.8125;2.629291495;0;235661.0938;804076;1832.130005;183213;FALSE;Compliant;15.34;0.42
2503;25876;2016;Multifamily MR (5-9);Mid-Rise Multifamily;2700 Fourth Avenue Condominium;2700 4th Ave;Seattle;WA;98121;8728250000;7;DOWNTOWN;47.61803;-122.34802;1911;1;6;31008;0;31008;Multifamily Housing, Office;Multifamily Housing;24249;10;72.5;76.40000153;184.3999939;188.5;2249130;2.686307386;0;470839.9063;1606506;6426.239746;642624;FALSE;Compliant;45.33;1.46
2504;25882;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Westbury Terrace;9710 5th Ave NE;Seattle;WA;98115;9290000000;5;NORTH;47.70009;-122.32283;1979;1;5;53088;0;53088;Multifamily Housing, Parking;Multifamily Housing;53088;76;26.29999924;28.79999924;82.5;90.5;1395581.625;2.656091119;0;409021.5;1395581;0;0;FALSE;Compliant;9.73;0.18
2505;25883;2016;Multifamily LR (1-4);Low-Rise Multifamily;Westerly Condominium;4540 - 45th Ave SW;Seattle;WA;98116;9290890000;1;SOUTHWEST;47.56178;-122.3891;1989;1;4;20407;0;20407;Multifamily Housing;Multifamily Housing;17000;73;29.89999962;31.20000076;93.80000305;97.90000153;507625.5;2.578766196;0;148776.5;507625;0;0;FALSE;Compliant;3.54;0.17
2507;25895;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Avalon West;3250 SW Avalon Way;Seattle;WA;98126;9297301855;1;SOUTHWEST;47.5643;-122.37474;1991;1;5;21294;0;21294;Multifamily Housing;Multifamily Housing;21294;80;28.20000076;29.5;88.5;92.80000305;600368;2.591679676;0;175957.7969;600368;0;0;FALSE;Compliant;4.19;0.2
2508;25897;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Westside II;3236 SW Avalon Way;Seattle;WA;98126;9297301880;1;SOUTHWEST;47.5643;-122.37409;1991;1;5;30796;9502;21294;Multifamily Housing;Multifamily Housing;21294;68;31.5;33.09999847;98.80000305;104;669787.8125;2.600159627;0;196303.5;669788;0;0;FALSE;Compliant;4.67;0.15
2509;25898;2016;Multifamily LR (1-4);Low-Rise Multifamily;Terrace Villa;3230 SW Avalon Way;Seattle;WA;98122;9297301885;1;SOUTHWEST;47.56439;-122.37348;1989;1;4;43441;13189;30252;Multifamily Housing, Parking;Multifamily Housing;43441;96;17.79999924;18.70000076;56;58.59999847;775007.6875;2.610459913;0;227141.7031;775007;0;0;FALSE;Compliant;5.4;0.12
2510;25901;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Avalon Park Vista Apartments;3233 SW Avalon;Seattle;WA;98126;9297301976;1;DELRIDGE;47.56379;-122.37356;1999;1;5;80083;24418;55665;Multifamily Housing, Parking;Multifamily Housing;56755;96;26.70000076;27.70000076;83.69999695;86.90000153;1513700.625;2.657990552;0;443640.1875;1513700;0;0;FALSE;Compliant;10.55;0.13
2511;25902;2016;Multifamily MR (5-9);Mid-Rise Multifamily;3295 SW AVALON WAY (ID25902);3295 SW AVALON WAY;Seattle;WA;98126;9297302045;1;DELRIDGE;47.56385;-122.37583;2009;0;6;47321;0;47321;Multifamily Housing, Parking;Multifamily Housing;47321;87;36.29999924;37.5;114.0999985;117.8000031;1719772.75;2.66652564;0;504036.5;1719773;0;0;FALSE;Compliant;11.99;0.25
2513;25910;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Martinique Apartments;2122 8th Ave. N.;Seattle;WA;98109;9301300560;7;MAGNOLIA / QUEEN ANNE;47.63908;-122.34228;1966;1;5;61107;0;61107;Multifamily Housing, Parking;Multifamily Housing;60162;93;24.60000038;26.29999924;77.19999695;82.5;1479728.75;2.658428462;0;433683.5938;1479728;0;0;FALSE;Compliant;10.32;0.17
2514;25914;2016;NonResidential;Supermarket / Grocery Store;Safeway 1551 - E John St;1410 E John St;Seattle;WA;98112;6003501820;3;EAST;47.62048;-122.31386;1998;1;1;44739;0;44739;Parking, Supermarket/Grocery Store;Supermarket/Grocery Store;44739;17;326;335.3999939;728.7000122;738.5999756;14585813;2.804815031;0;2423889.75;8270312;63155;6315500;FALSE;Compliant;393.07;8.79
2515;25918;2016;Multifamily LR (1-4);Low-Rise Multifamily;Primeau Place;308 14th Ave E;Seattle;WA;98112;6003501905;3;EAST;47.62155;-122.31444;1984;1;4;42720;0;42720;Multifamily Housing;Multifamily Housing;42720;67;32.59999847;34.79999924;102.3000031;109.3000031;1391916;2.654137493;0;407947.1875;1391916;0;0;FALSE;Compliant;9.7;0.23
2516;25922;2016;Multifamily LR (1-4);Low-Rise Multifamily;The Dublin;1052 E Thomas St;Seattle;WA;98102;6003502025;3;EAST;47.62119;-122.31873;1909;1;3;21892;0;21892;Multifamily Housing;Multifamily Housing;21892;100;21.79999924;22.20000076;41.29999924;41.59999847;477284.0938;2.572031367;0;56408.30078;192465;2848.189941;284819;FALSE;Compliant;16.47;0.75
2517;25931;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Nautica Condo;701 Galer St;Seattle;WA;98109;6011000000;7;MAGNOLIA / QUEEN ANNE;47.63199;-122.3431;1992;1;8;80705;0;80705;Multifamily Housing;Multifamily Housing;80705;95;20.89999962;20.89999962;59.40000153;59.40000153;1686765.875;2.662935922;0;423340.5;1444438;2423.280029;242328;FALSE;Compliant;22.94;0.28
2519;25935;2016;NonResidential;Worship Facility;Philadelphia church;7704 24th Ave NW;Seattle;WA;98117;6021503160;6;BALLARD;47.68517;-122.38733;1956;1;2;21562;0;21562;Pre-school/Daycare, Worship Facility;Worship Facility;21052;20;40.40000153;46.59999847;60.90000153;68.30000305;866806;2.625810143;0;55624.30078;189790;6770.159668;677016;FALSE;Compliant;37.28;1.73
2520;25945;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Corona Apartments;433 Belmont Ave E;Seattle;WA;98102;6848200495;3;EAST;47.62292;-122.32435;1960;1;5;31570;0;31570;Multifamily Housing, Swimming Pool;Multifamily Housing;31570;84;33.79999924;34.5;92.5;97.40000153;1066775.25;2.632015198;0;252601.7969;861877;2048.979736;204898;FALSE;Compliant;16.89;0.54
2523;25956;2016;SPS-District K-12;K-12 School;McGilvra Elementary;1617 38th Ave. E.;Seattle;WA;98112;5318100820;3;EAST;47.63408;-122.28483;1925;1;3;38297;0;38297;K-12 School;K-12 School;38297;85;48.20000076;55.59999847;84.69999695;93.80000305;1845150.625;2.67900862;0;183054.7031;624583;12205.67871;1220568;TRUE;Error - Correct Default Data;69.18;1.81
2524;25965;2016;NonResidential;Senior Care Community;Park Shore Senior Living;1630 43rd Ave. E.;Seattle;WA;98112;5318102110;3;EAST;47.63429;-122.27652;1963;1;16;153312;0;153312;Parking, Senior Care Community, Worship Facility;Senior Care Community;148590;51;93;99.59999847;159.6000061;167;20628680;2.82795035;0;1924631.5;6566843;140618.375;14061838;FALSE;Compliant;792.6;5.17
2525;25967;2016;Multifamily LR (1-4);Low-Rise Multifamily;Madison Court;1922 42nd Ave E;Seattle;WA;98112;5319100005;3;EAST;47.63673;-122.27813;1988;1;3;36702;0;36702;Multifamily Housing, Parking;Multifamily Housing;27498;90;24.70000076;26.39999962;77.69999695;82.90000153;680062.5;2.602372399;0;199314.9063;680062;0;0;FALSE;Compliant;4.74;0.13
2526;25973;2016;Multifamily LR (1-4);Low-Rise Multifamily;Lake Court Apartments, LLC;2012 43rd Ave E;Seattle;WA;98112;5319100290;3;EAST;47.63755;-122.27654;1922;5;2;46613;0;46613;Multifamily Housing;Multifamily Housing;34642;34;62;66.80000305;136.1000061;149.3000031;2148565;2.684784016;0;344594.3125;1175756;9728.089844;972809;FALSE;Compliant;59.86;1.28
2528;25976;2016;Multifamily LR (1-4);Low-Rise Multifamily;Ripple Rock;2728 61ST AVE SW;Seattle;WA;98116;5323100025;1;SOUTHWEST;47.57845;-122.41036;1958;1;3;25016;0;25016;Multifamily Housing;Multifamily Housing;25016;86;22.29999924;23.70000076;69.90000153;74.5;557082.1875;2.587347132;0;163271.4063;557082;0;0;FALSE;Compliant;3.88;0.16
2529;25978;2016;Multifamily LR (1-4);Low-Rise Multifamily;Beach Landing;6023 SW Stevens St;Seattle;WA;98116;5323100075;1;SOUTHWEST;47.57753;-122.41031;1989;1;3;26896;0;26896;Multifamily Housing;Multifamily Housing;26896;69;24;25;75.30000305;78.5;645055.5;2.596658554;0;189054.9063;645055;0;0;FALSE;Compliant;4.5;0.17
2530;25992;2016;NonResidential;Mixed Use Property;2201 / Enso Condominiums - SEDO;2201 9th Ave. / 820 Blanchard St.;Seattle;WA;98121;8729760000;7;DOWNTOWN;47.61811;-122.33908;2009;1;19;1206670;201857;1004813;Multifamily Housing, Office, Parking, Restaurant;Office;319361;87;54.59999847;55;153.3999939;152.3999939;27684480;2.841693231;0;6841566.5;23343425;43410.53125;4341053;FALSE;Compliant;393.29;0.33
2532;25995;2016;Multifamily MR (5-9);Mid-Rise Multifamily;200 West Highland;200 West Highland Drive;Seattle;WA;98119;8732330000;7;MAGNOLIA / QUEEN ANNE;47.62985;-122.35963;2009;1;5;62190;0;62190;Multifamily Housing, Parking;Multifamily Housing;57311;32;44;45.90000153;102;105.0999985;2520310;2.693513247;0;448597.5;1530615;9896.950195;989695;FALSE;Compliant;63.23;1.02
2533;25996;2016;Multifamily LR (1-4);Low-Rise Multifamily;202 West Olympic;202 West Olympic Place;Seattle;WA;98119;8732370000;7;MAGNOLIA / QUEEN ANNE;47.62689;-122.35981;1979;1;4;26472;0;26472;Multifamily Housing;Multifamily Housing;26472;61;20.5;22.70000076;64.30000305;71.19999695;541950.875;2.58810108;0;158836.7031;541951;0;0;FALSE;Compliant;3.78;0.14
2534;25997;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Roy St Apts;200 Roy St;Seattle;WA;98109;8732380000;7;MAGNOLIA / QUEEN ANNE;47.62576;-122.35183;1993;0;5;92342;0;92342;Multifamily Housing, Parking;Multifamily Housing;92342;25;45;46.5;112.3000031;113.9000015;4155007.75;2.726007088;0;842769.1875;2875528;12794.78906;1279479;FALSE;Compliant;88;0.95
2535;26002;2016;NonResidential;Worship Facility;IGLESIA NI CRISTO;7100 42ND AVENUE SOUTH;Seattle;WA;98118;8800000005;2;SOUTHEAST;47.53857;-122.28026;1968;1;1;24200;0;24200;Parking, Worship Facility;Worship Facility;24200;73;34.20000076;37.20000076;76.09999847;79.40000153;826488.6875;2.618192911;0;136674.9063;466335;3601.539795;360154;FALSE;Compliant;22.38;0.92
2536;26004;2016;Multifamily MR (5-9);Mid-Rise Multifamily;Boylston Howell;1726 Boylston Ave;Seattle;WA;98122;8804900020;3;EAST;47.61735;-122.3231;1998;1;5;33274;0;33274;Multifamily Housing, Parking;Multifamily Housing;27180;96;41;42.5;94.80000305;98.5;1113457.75;2.636229583;0;197558.2031;674069;4393.890137;439389;FALSE;Compliant;28.04;0.84
